"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Sobic.007G166900",1390.1690659349,2.03175618680961,0.361830203523407,5.61521997617917,1.96312337003792e-08,8.31325008288411e-06
"Sobic.001G518300",94.8074487929552,2.31362956648934,0.414749801417604,5.57837413925557,2.42777039266373e-08,9.88889936242386e-06
"Sobic.003G290600",22.9072947171054,3.45355497325151,0.619450396277318,5.575192128387,2.47256825286331e-08,9.88889936242386e-06
"Sobic.008G162600",32.288672270428,5.49543173011657,0.987780625040686,5.56341316159164,2.64548537266891e-08,1.02945130799154e-05
"Sobic.004G251300",997.029242691228,1.31853571475975,0.2406659784793,5.47869592158894,4.28471974717787e-08,1.59025483538901e-05
"Sobic.004G321000",81.683997379522,-2.39746912408708,0.437673597887692,-5.47775587939913,4.30753844840751e-08,1.59025483538901e-05
"Sobic.004G298400",89.9672196754064,1.42175070262075,0.262295199254366,5.42042212996043,5.94584678014722e-08,2.14020754851399e-05
"Sobic.001G463400",295.863600232537,-1.06563281136223,0.197440607092276,-5.39723224647601,6.76767612750512e-08,2.37660977765411e-05
"Sobic.007G090463",50.5308402633326,1.84590067196175,0.344776264713845,5.35390878340712,8.60742632805828e-08,2.95070772074722e-05
"Sobic.001G331800",37.6374435850694,1.961688308814,0.367717704708724,5.33476708816043,9.56672752480861e-08,3.20329634656266e-05
"Sobic.003G393900",3640.48786572049,0.851741851215301,0.160920486930764,5.29293607955438,1.20368001680994e-07,3.93876929137036e-05
"Sobic.009G027000",214.969233825086,1.20627099784588,0.229377989298374,5.25887859395595,1.44936534387667e-07,4.63732493803027e-05
"Sobic.009G077400",1103.68417223306,0.96506903473333,0.184597899407173,5.22795241892026,1.71397603211577e-07,5.36474498052235e-05
"Sobic.001G118300",53.251406103231,2.15964424300267,0.414354747420587,5.21206588423745,1.86749197289329e-07,5.72088285653565e-05
"Sobic.002G218900",24.7009502749498,4.07463108946329,0.782795141102529,5.20523298563704,1.93753359296435e-07,5.81179347322931e-05
"Sobic.001G461200",173.763646161264,1.32922520751236,0.255763069942402,5.19709592089156,2.02425925737397e-07,5.9480173036062e-05
"Sobic.001G526800",104.872752226777,-1.61504587970913,0.312094077353183,-5.17486872357869,2.28071281683518e-07,6.56754062735858e-05
"Sobic.009G200200",215.007624006456,1.49206559687565,0.289202921506474,5.1592341775228,2.47962006551912e-07,7.00030778496947e-05
"Sobic.002G043400",46.672947203648,-1.81220890041869,0.35205232770047,-5.14755551328305,2.63902917716927e-07,7.30706578709291e-05
"Sobic.005G103500",1474.31086092601,0.931852066128193,0.182641017232275,5.10209634314018,3.35911661790867e-07,9.12538888012246e-05
"Sobic.004G031100",102.184918548822,1.37724683787736,0.274316684527537,5.02064553692544,5.14981149792064e-07,0.000137309233235299
"Sobic.004G219900",145.213825482503,-1.43082029529877,0.286959818340621,-4.98613465666609,6.15992202748083e-07,0.000161255558821216
"Sobic.003G300800",32.1553485988671,3.42670893015862,0.689751038822588,4.96803736027428,6.76339342970078e-07,0.000173891676072914
"Sobic.006G154400",73.7062380201714,1.7111617921917,0.345009487884359,4.95975285400049,7.05829205093058e-07,0.000178289980612804
"Sobic.001G304100",24.7692028013924,2.61100993783878,0.527620708127002,4.94864947038867,7.47301908389071e-07,0.000185511256499756
"Sobic.006G232500",27.3788446896833,2.64049011726113,0.534098208996044,4.94382881797061,7.66029733012906e-07,0.000186937221964743
"Sobic.003G205100",267.776086636878,-1.15164088401325,0.233111167087317,-4.94030765837088,7.79994010184157e-07,0.000187172562643858
"Sobic.004G313100",58.9814464363409,1.93178988393249,0.393334788813522,4.91131203969944,9.04689837521328e-07,0.000213536463616919
"Sobic.010G021800",311.427239627262,1.0712003364224,0.218380601286446,4.90519913450246,9.33326014437178e-07,0.000216742386384943
"Sobic.005G052500",56.3280061941419,1.83483504406825,0.376960806102266,4.86744248835906,1.13051715724681e-06,0.000258368032222851
"Sobic.001G159600",182.023985156363,-1.50997436145789,0.310997074484136,-4.855268699754,1.20223610796333e-06,0.000270465554413374
"Sobic.001G432800",432.57018534054,1.12288407241807,0.231587202563939,4.84864474369239,1.2430781169748e-06,0.00027535136504928
